|id|acousticness|danceability|duration_ms|energy|instrumentalness|key|liveness|loudness|mode|speechiness|tempo|valence
Dulce|4LdvqD3ZwzZZl2eNXU05ev|0.287|0.701|229187|0.797|1.34e-06|5|0.076|-6.399|1|0.0446|103.964|0.691
Tú Y Yo Qué Venimos Siendo?|7e1urL3Cy55XKy5bszo6X9|0.154|0.702|250213|0.819|0.0|0|0.252|-6.064|1|0.058|94.002|0.961
Frases De Cajón|17a7qWomBQqQ3eERe7wU7t|0.455|0.587|262000|0.694|0.00528|2|0.101|-7.102|1|0.0293|87.958|0.5
La Pijama|2jfbA7yrQI7iWqIS7hG2kR|0.377|0.509|220881|0.777|0.00172|7|0.0634|-4.264|1|0.046|185.67|0.963
Piénsalo Bien|1XoNub6bBP6OEHsyYcOUxE|0.575|0.625|235342|0.793|4.45e-06|7|0.344|-7.381|0|0.039|179.306|0.926
Romance en la Playa|4Hqy9Z5UVDCklPzwTUw6Od|0.137|0.647|268231|0.887|0.00012|8|0.254|-5.534|1|0.0509|120.813|0.794
Gay-Ta de las Locas|7zQrhZwNMcCL0mznWUfQwk|0.265|0.618|557467|0.782|0.0|2|0.118|-8.572|0|0.457|132.107|0.821
El Curriculo|6O7Da49sQKLEOH6ZsHIO82|0.544|0.825|493133|0.716|0.0|5|0.102|-9.777|1|0.399|132.026|0.91
Cuando Llegue el Año|4TK6BAUKGlvPUj3hAgylZQ|0.866|0.838|161067|0.512|4.26e-05|4|0.105|-7.893|0|0.0585|124.878|0.97
Mix Salsa Juvenil (A Puro Dolor / Confio en Ti / Quitemonos la Ropa)|2xWBI6w5A682a8tMGtt9zG|0.579|0.545|522923|0.748|4.17e-05|4|0.386|-6.095|0|0.0394|90.888|0.804
Isla para Dos|5xNMtAHqjXPyJZSuhGYjl8|0.213|0.69|298667|0.751|0.000223|0|0.485|-5.446|1|0.0484|106.269|0.92
Mix Victor Manuelle (Apiádate de Mi / Tengo Ganas / Por Ella)|3n0oKeVz5WBuuCm8puTZrv|0.372|0.47|529043|0.758|0.000103|5|0.122|-5.769|1|0.0403|88.029|0.858
Calma (Versión Salsa)|3uONRR1zLTpaucPQDqHyr1|0.685|0.775|244664|0.721|1.64e-06|7|0.0744|-6.49|1|0.0516|90.03|0.689
Me Niego (Versión Salsa)|7fGZ1zbYJurrYBP58MtOO9|0.789|0.743|254225|0.683|0.0|8|0.108|-3.863|1|0.0502|98.113|0.841
Pa Mi (Versión Salsa)|1yRBLYYYjei51IbUqypeLH|0.721|0.736|201797|0.799|0.000165|11|0.296|-5.232|0|0.0367|92.481|0.603
Intro (Pa' Mi Ponce)|1Yd5SwjJtsszvwsLD5oGBQ|0.513|0.531|325440|0.775|0.0|5|0.337|-4.973|0|0.0606|93.305|0.86
Esto Es Perreo|08DLdYnfY4x8b013qIlOcp|0.0415|0.711|248307|0.832|0.0|10|0.0442|-4.106|0|0.168|179.855|0.524
Potrona|7sAxMZleHVdJrHa5ITYeRS|0.093|0.822|194747|0.862|0.000813|11|0.0831|-6.31|0|0.0734|94.993|0.729
Entre la Espada y la Pared|3673CYi4kdE23nlqZGH4kL|0.552|0.648|263933|0.951|1.58e-06|11|0.239|-3.827|1|0.0637|97.975|0.866
Como Te Amo Yo|4dUQ2E16dVLFfjzsX0wvoJ|0.215|0.691|223347|0.858|1.57e-06|11|0.132|-4.178|0|0.155|127.997|0.8
Ayer|1P3g1NScBqEdCqR4T2NQ8Y|0.488|0.571|267387|0.781|0.0|5|0.115|-3.417|1|0.0466|102.11|0.742
Llego La India|4Y2vOw29Hec4cpWVX0VtqK|0.61|0.762|400360|0.59|0.0831|3|0.0261|-9.709|1|0.0375|148.662|0.857
Ese Hombre|3mcuJKFofevkPckw4Xe5XA|0.72|0.604|282107|0.72|0.000153|9|0.0463|-9.071|0|0.0818|88.228|0.664
Vivir Lo Nuestro|12PQv5jipK77AmV8VATyfm|0.593|0.61|369067|0.666|0.0|5|0.896|-6.661|0|0.0436|90.803|0.784
Asesina|10gAKvTgdYNag7CQOHyfJy|0.113|0.845|188533|0.915|5.58e-05|2|0.235|-4.56|1|0.0644|113.372|0.804
El Baile del Pescao|4949aEhct70647KYPnoeIy|0.109|0.874|288640|0.986|8.44e-05|8|0.0575|-3.731|1|0.0744|123.659|0.709
El Pegaito|1ajW0bAMIdb7WixjavamsE|0.235|0.917|185640|0.972|0.0|6|0.113|-2.679|0|0.204|98.559|0.895
Que Sera de Ti - En Vivo|5Zb6OnY1SNFWWwMw8UKNCP|0.108|0.436|192262|0.48|5.88e-06|4|0.178|-9.43|1|0.0389|84.421|0.391
Aunque Sea en Otra Vida - En Vivo|2Gy62yvoWqghD8cYinEfdE|0.221|0.36|185385|0.388|0.0|4|0.143|-11.494|1|0.0673|157.738|0.151
Fiera Inquieta - En Vivo|5u4gjoIhUAQVdOxgu1Zgt5|0.246|0.449|89679|0.554|6.46e-05|1|0.385|-9.998|0|0.0888|87.131|0.644
Mi medicina|11izI0oTiwweiLcaqsOJ3k|0.36|0.82|278800|0.631|0.00127|9|0.136|-12.144|1|0.0418|135.64|0.907
Guachiman de tu Amor|0us7wcqL4lsgSdVA9maLvj|0.547|0.859|271693|0.668|0.00123|7|0.0444|-10.475|0|0.0388|139.49|0.954
Tu no te vas|2FbH7TtznXNU3CQjB26G0w|0.321|0.81|270240|0.682|1.9e-05|8|0.0951|-10.877|1|0.0746|149.961|0.862
Então É Natal|69PvMp562z9Wviayrp0KYP|0.595|0.532|244360|0.36|0.0|7|0.111|-7.998|1|0.0256|79.438|0.226
Sino de Belém|0eKiqcnvinWW6ZE22fxW8J|0.557|0.619|154040|0.47|0.0|5|0.372|-8.483|1|0.0287|79.998|0.535
Pot-Pourri: O Velhinho / Natal das Crianças|0NArmUZrRh5MbmJYS311a4|0.694|0.459|183133|0.39|0.0|4|0.301|-7.894|1|0.0278|179.876|0.357
Quisiera|16yJp9TfFzM2Scu2k3KWQt|0.361|0.756|261507|0.532|0.0|5|0.0671|-13.785|1|0.0363|111.024|0.852
Cómo Quieren Que la Olvide (Regional Mexicano)|5lfPJuk8gbgVKbubaC8U8m|0.394|0.581|208067|0.454|0.0|2|0.162|-7.113|1|0.0511|105.926|0.402
Esa Mujer|0Oo16C58RuKb8Az07kWgwO|0.0184|0.69|218720|0.804|0.0|6|0.311|-4.608|0|0.0424|97.987|0.58
Pasito Tun Tun|4r4F4NHtPpOMwTr8Jri7WT|0.474|0.73|224911|0.658|0.364|8|0.133|-8.677|1|0.226|79.37|0.957
Mentirosa|3kcbjCne7gJaFAxQWDTtNb|0.618|0.815|182453|0.886|0.000195|10|0.0427|-5.774|1|0.0437|105.183|0.963
La Ventanita / La Pastilla|7Eyaj4UuMvqEz6vRt1R8oa|0.362|0.577|312947|0.66|0.000254|7|0.0764|-10.372|1|0.0503|141.339|0.809
Fotografia|2ZZNEhPfLbc4sxhDwUwyk3|0.736|0.584|225411|0.459|0.0|10|0.128|-10.44|1|0.0396|78.879|0.647
Baile en la Calle|62I35YLF0PF70gZcjoFWtW|0.111|0.873|205714|0.749|0.0539|1|0.145|-9.152|1|0.045|121.767|0.529
Damela Tomala|7y4iRC71bXeaQIOwBTrF7e|0.0589|0.489|244500|0.947|0.0438|6|0.0761|-5.134|0|0.0822|151.838|0.628
Let's Sweat|032uAEgMkFPOuqQVbEx60R|0.00696|0.906|261905|0.865|0.0|11|0.0619|-5.734|0|0.135|119.741|0.559
Y Voy A Ser Feliz - En Vivo|0MGX3azy58wWhQaIS6SDeP|0.0401|0.546|198928|0.917|0.0|2|0.344|-4.522|1|0.0852|141.936|0.6
Completamente Tuya - En Vivo|5zbMwoRBkwMAoWJd2LUhVs|0.221|0.536|214822|0.713|0.0|4|0.562|-5.463|1|0.0358|115.646|0.339
Sola Con Mi Soledad - En Vivo|6O1zemwJq7sxiIOV3UKfvu|0.105|0.519|189647|0.717|0.0|2|0.835|-5.906|1|0.0377|119.987|0.403
Mix Rossy War (Que Te Perdone Dios/Nunca Pense Llorar)|2lsqlFgIucRCLMumyokDIO|0.259|0.819|251443|0.909|5.65e-05|5|0.0866|-2.155|1|0.0352|99.965|0.841
En Tu Orilla|1t2iPT1TzP5wDnsnTN4T5e|0.0125|0.774|205175|0.683|0.00035|4|0.0696|-5.734|0|0.0663|94.484|0.698
Brillaremos|6r0Hq8cY5y6ySwhGoUFNEy|0.62|0.682|186206|0.932|7.89e-05|4|0.218|-5.117|0|0.0593|139.984|0.699
Mismo Amor|6X3cE3eveZi7VGpvZyNxZy|0.0184|0.883|198559|0.674|1.14e-05|10|0.0971|-4.036|0|0.0316|107.94|0.943
Dime Cual Es Su Nombre|0P2MV99tD6XkZFqjadxCO1|0.596|0.432|260181|0.393|0.0|4|0.0884|-13.106|0|0.0722|77.262|0.517
Papo y Robertito|57vE1SYvinp2Knvpk8RWLo|0.384|0.702|280504|0.641|0.0754|5|0.0873|-10.73|1|0.034|139.178|0.964
Por Tu Amor (Salsa)|5bwWh1PRfHsflJOLSqjoCW|0.334|0.725|278362|0.69|0.000768|8|0.0648|-11.358|1|0.0525|91.146|0.947
Soy|6U6ipAxDR2jFCgfKVxDVcH|0.713|0.743|169368|0.543|0.0|11|0.325|-11.351|0|0.0921|100.073|0.82
Recordandote Papá|41W2gurBc7Maa4nW8SeKCQ|0.586|0.802|181359|0.556|0.0|11|0.162|-12.411|0|0.128|98.195|0.777
El Mejor del Pueblo|5XDNVR5IWgTR1aQgApYpu8|0.59|0.595|225448|0.369|0.0|7|0.129|-14.337|1|0.0358|106.057|0.451
Engañada|5uuizpPvkxU1mCPpAenAc9|0.686|0.81|168760|0.757|1.11e-06|7|0.0837|-3.701|0|0.0631|82.103|0.954
China Hereje|3KzWPIZFlGUibzYvwPpnWH|0.821|0.605|174133|0.527|2.01e-06|6|0.0679|-5.603|0|0.0992|170.127|0.849
Oh, Dinero|7CbOWOvycWQeK5F8Hj5Q7K|0.678|0.814|147640|0.753|0.0|0|0.064|-3.462|1|0.0481|145.048|0.961
Romântica|6GioMARZA6NlCs6T8BpIYx|0.509|0.629|177685|0.589|0.0|0|0.0949|-4.934|1|0.0292|156.151|0.577
Na Sola da Bota|3qLfF4pDQbiLEFEEbBNMY3|0.304|0.738|131510|0.799|3.33e-05|4|0.129|-5.139|1|0.0567|140.031|0.963
Tô Mal|6xizgG7KBGcIVp6kCOZI1O|0.601|0.756|192272|0.538|0.0|4|0.291|-6.888|1|0.0245|96.963|0.882
Mi Forma de Ser - Versión Salsa|3ta0S68zmlDwhDhDhwjq2I|0.468|0.695|184941|0.843|0.0|11|0.391|-2.839|1|0.0507|169.986|0.874
Tu Cariñito - Remix|4SGIh8qfCi7fdezR5dp273|0.463|0.834|181565|0.938|0.0|5|0.355|-3.064|1|0.0515|114.988|0.926
Cómo Olvidar - Versión 2021|5IyCH9zSoZUPuxGp9kLKE5|0.236|0.841|226772|0.886|0.0|9|0.325|-3.349|0|0.0709|127.035|0.952
Culebrero|1xmkq0bMkDkUnSxU0tOLk3|0.0395|0.657|176413|0.814|0.0|8|0.334|-5.944|1|0.0583|119.975|0.889
No Tengas Más Prisa|4uzrxxeupHooMwKHHhTgGx|0.247|0.538|178827|0.695|0.0|11|0.152|-6.218|1|0.0345|131.056|0.578
Voy a Tumbar la Pared|6bPIrKKwVqkTYU5o2NVuel|0.0959|0.512|193733|0.88|9.89e-06|8|0.0949|-5.806|0|0.0735|126.034|0.421
A Fuego Lento|1SPExWF48r9SJ86epg2uPr|0.676|0.689|300983|0.585|0.0|7|0.296|-9.5|1|0.0383|92.205|0.925
Adivina Quién Te Ama|3zZEEKr9UxJZJObyGeULMg|0.37|0.695|274991|0.9|2.03e-06|9|0.0423|-5.219|0|0.0581|94.036|0.857
Como Combatir|1teRQT9dmQ2lb3RUTsxC70|0.582|0.682|264986|0.621|4.92e-06|0|0.0693|-11.328|1|0.0523|176.589|0.902
Cura Cura|79Sr3Mlzfq5XQoautV8NvD|0.315|0.687|245677|0.758|0.098|11|0.297|-12.237|0|0.038|138.064|0.86
Te Sigo|4tzVSZbQCCWrFF7TBuj0qW|0.423|0.606|196612|0.5|0.0|5|0.128|-10.548|0|0.208|178.097|0.677
Tu Recuerdo|4vfeeG0CiVJ6J8yzz7ayMx|0.129|0.749|207804|0.684|1.34e-05|6|0.191|-10.96|0|0.0582|97.974|0.927
Para Volver a Soñar|4jnI3rlNwiJSZMuoglrbJq|0.782|0.446|192133|0.505|0.0|0|0.0782|-6.873|1|0.0546|113.967|0.542
Río Manso|4Ssh6yEhRXq3WTiR9xFRTk|0.768|0.573|180880|0.486|0.0|5|0.333|-7.385|1|0.0328|111.64|0.569
Ilusión Perdida|587N84kGIKXupgmnLXE9TM|0.677|0.706|199413|0.427|1.57e-06|4|0.287|-6.613|0|0.0411|106.224|0.662
A Mover el Culo|4OWxMVxaovn4jM8VvGUwHe|0.0751|0.924|137613|0.951|0.0|1|0.301|-6.836|0|0.118|113.366|0.844
Quieren Chorizo|4NQg9QGJbJFRW7HjAsYu0z|0.0214|0.926|84193|0.741|1.04e-05|7|0.288|-5.895|1|0.252|107.129|0.932
El Cubo de Leche|25kTE35NF5YD9kR1J639Pd|0.235|0.934|114442|0.814|0.0|1|0.06|-5.251|1|0.219|106.992|0.883
La historia|3efff24MCCS5tw8DfCNyFz|0.42|0.707|271030|0.769|1.75e-05|5|0.26|-6.315|1|0.0376|149.944|0.77
Carmen Gómez|2LDR20RkTcSg9ooxEXCNSG|0.029|0.755|210969|0.899|0.000568|2|0.412|-5.846|1|0.0391|102.019|0.83
El carro Ford|3xyz9QMAjvWC0muckkitYp|0.231|0.72|179788|0.933|0.0016|7|0.231|-5.759|1|0.06|169.969|0.942
Y Como Te Olvido|5Pi7YhGmhGUunb82WJKOyT|0.319|0.67|220984|0.876|0.0|9|0.0798|-4.435|1|0.0702|137.897|0.659
Bla, Bla, Bla|00euw9eGsr9tRjWrUWXfep|0.43|0.833|236000|0.892|2.69e-06|4|0.092|-4.548|0|0.0402|128.02|0.854
Como iba a Saber|0m0PA2ZnRBjwd4bD7GwYFv|0.345|0.764|202853|0.923|0.0|11|0.0561|-4.074|0|0.1|125.948|0.803
Baby Come Back|691Qe1hJme18DWAk7V9cLS|0.0317|0.716|235050|0.946|0.0|2|0.192|-3.255|1|0.0471|145.015|0.8
Quédate Aquí|1nZBTTO1Tg9n6guDSMJLDY|0.0947|0.775|216033|0.948|0.000514|0|0.0524|-3.01|1|0.0311|128.018|0.975
Latinos|1dWgz2WOnekmrdbCG9NzhN|0.0574|0.722|330031|0.984|0.0|7|0.0437|-1.721|1|0.128|127.051|0.849
Hasta Mañana|0E7la0I7QrV6RKtBaCQqvg|0.476|0.638|232952|0.943|0.0|11|0.239|-3.036|0|0.111|91.622|0.783
Olvídame y Pega la Vuelta|5zmgxBQHT6o9Cn2wcVC2Dy|0.454|0.459|185800|0.838|0.0|8|0.691|-5.759|1|0.212|77.627|0.563
A Esa|16hr9T2g6kZZc0YQhMhpzW|0.316|0.491|184320|0.522|0.0|11|0.214|-10.727|0|0.101|57.383|0.452
Por Ese Hombre (with Dyango)|1TUQdYdShhghK9aU2OcVri|0.528|0.535|284987|0.429|0.0|0|0.0528|-9.353|0|0.0291|96.284|0.43
Olha Eu Aqui|2jYskS9EHyWsg7P7bPt7Ao|0.0875|0.698|228963|0.551|0.0|10|0.117|-6.875|1|0.0439|114.139|0.527
Saudade de nos Dois|0QqNTJoMrdmZCzim7tNGoZ|0.205|0.476|238318|0.575|0.0|7|0.197|-5.149|1|0.0342|81.615|0.607
Não Preciso de Você|6oZK1A4nAahL2Ak11hnxOV|0.394|0.578|213226|0.58|0.0|0|0.391|-6.038|1|0.0424|145.8|0.342
Te Deseo Muy Felices Fiestas|2hnQbVeBNh8IET9FgDiFFa|0.748|0.255|235822|0.379|1.48e-06|6|0.148|-7.684|1|0.03|140.613|0.183
Noche de Paz|7uTznshXZ9UlPpik8jNBhK|0.945|0.159|183159|0.267|0.000748|5|0.123|-9.412|1|0.0327|83.017|0.14
Santa Claus Llego a la Ciudad|2CExwsQY3eZULakxEmNxKv|0.585|0.666|144242|0.634|0.0|2|0.0489|-6.223|1|0.0401|125.023|0.53
Don|4EtriYD2qsXOHLCtN9K4db|0.173|0.779|189568|0.868|1.01e-05|8|0.172|-4.718|0|0.0612|121.053|0.97
Yo Te Diré|2Io2LJQRWDMfhhfqPu2KG1|0.135|0.801|207633|0.925|0.000481|11|0.0929|-5.709|0|0.0368|127.022|0.865
Perfecta (Versión 2023)|0vUqiSvbUICW3YtTA5ecSX|0.0998|0.687|221054|0.576|0.0|0|0.279|-4.212|1|0.0567|169.939|0.876
Soledad|4ENwpKXzmWBnRUIfjP3uha|0.377|0.763|206477|0.706|4.27e-06|6|0.124|-4.553|1|0.0958|177.995|0.928
Devuélveme|5jpuwVfS7YHu3uhRg1XbXE|0.676|0.728|195275|0.771|0.0|8|0.264|-5.775|1|0.0579|97.457|0.852
Siente la Magia|7jSErgfGWF4tmcYavRJMVR|0.316|0.767|237267|0.843|5.27e-06|4|0.342|-3.539|0|0.0504|100.017|0.608
Corazon de papel|2WsPxaY3n5z03WDk7HiQsb|0.169|0.436|127640|0.47|1.45e-05|9|0.781|-16.145|0|0.147|82.67|0.827
La guitarra es como la mujer / Me caso por Iglesia|2xrs0kjeEgwZ3sowEx5y6H|0.191|0.427|201131|0.63|8.56e-05|0|0.611|-16.261|1|0.0554|95.869|0.917
Un beso|0PVF3LecQG0Y9VvlNEVvMT|0.051|0.436|179699|0.489|0.00498|0|0.495|-16.74|1|0.0496|86.461|0.836
Palabras|7vILNGq7WOLPVlqbMUsRVG|0.272|0.615|208849|0.875|0.0006|1|0.3|-5.421|1|0.122|78.059|0.852
Bimbo|2xGXDCj4hjVhIRNm6dWfbV|0.135|0.71|214645|0.91|0.0218|10|0.0416|-5.009|0|0.0579|152.036|0.969
El Remedio|5O17SzcAna1WBQrjarXK85|0.301|0.782|241083|0.925|0.0438|10|0.0501|-4.661|0|0.0976|160.069|0.936
Madre Tierra (Oye)|2wlptOJ1g5fvLdu6ruKCKU|0.0183|0.695|205920|0.954|0.0|0|0.249|-3.501|1|0.0607|124.961|0.796
Humanos a Marte|7lOzUJzsELALh5FQsPKTEn|0.112|0.69|225987|0.902|0.0|6|0.175|-4.269|0|0.0407|92.988|0.786
Tu Respiración|5bVCHIQgZ4Jcr6DFmnYqRo|0.00481|0.549|250867|0.796|0.0|2|0.0797|-4.585|1|0.0309|131.953|0.342
Se Siente Bien|5l4rxwXf90Af9WleuIcLDq|0.505|0.764|246241|0.757|0.0|9|0.094|-7.008|1|0.0505|96.01|0.929
El Reloj|4Ozy0dTtwkdkyQnm9Y6QNX|0.219|0.744|237889|0.623|0.0|9|0.516|-7.341|1|0.0871|139.913|0.752
El Avión|5dBdRWlHVEOMgkGHcpJpAU|0.367|0.829|231673|0.861|0.0|8|0.0924|-5.125|1|0.133|95.043|0.823
A.K|0ONqeI9AxvuoTa83sC1INf|0.105|0.593|194277|0.821|0.0|4|0.143|-4.565|0|0.214|83.016|0.726
ARABIE|78Pi9Yg0F33GljYvY359Ui|0.153|0.684|148929|0.779|0.0|5|0.108|-6.387|0|0.248|92.003|0.486
FRAMA|4u6RQfmqPz0P5jkX54w5um|0.154|0.73|142388|0.539|0.0611|1|0.418|-10.539|1|0.183|152.991|0.452
Me Está Quemando el Alma / Salvemos Nuestro Amor / Qué Puedo Hacer|1LHr2IfXl78787I9HNjP6Q|0.547|0.522|277445|0.64|0.0006|2|0.23|-9.775|0|0.0474|103.884|0.35
Llama de Amor / Lágrimas de Hombre / Así Es el Amor / Amor Amor|5UnwnHVyOqegzmUCBnJQq8|0.484|0.517|442706|0.617|0.00965|5|0.133|-11.923|0|0.0301|106.534|0.853
Cómo Haré para Olvidarte / Amanecer|2VvpFi4qPeGivFTXfTg0tH|0.43|0.613|305121|0.915|0.00158|8|0.0997|-4.751|1|0.0297|93.584|0.615
Enamorarme|5qJ4UkY7RR7ZPLqzW9V39o|0.972|0.663|183000|0.386|0.937|0|0.122|-15.599|1|0.0434|130.239|0.745
Ya me Canse de Querer|1BLHO4phjLtEzBxcXrh12F|0.965|0.489|184693|0.367|0.869|0|0.155|-16.198|1|0.0343|75.241|0.511
Que Tonto Fui|69dZpaej0pltJ2FY3VpJjr|0.957|0.364|190600|0.375|0.811|9|0.113|-18.188|1|0.0528|147.998|0.586
Cumbiambera|0rLYcjkJqmXeqT8xfGcATJ|0.762|0.739|162099|0.345|0.0|8|0.0744|-15.789|1|0.0943|104.079|0.961
El Pescador|7dj058kF50PC8cOlStSMDZ|0.824|0.705|178631|0.314|0.0|5|0.29|-15.839|1|0.081|107.288|0.921
El Mala Suerte|2mE9w4zhYDXsqL01gVPikY|0.706|0.743|186526|0.427|0.0|5|0.202|-13.853|1|0.0419|128.88|0.982
Mere Wasa|2esUMSspZX7iA09SOazM4N|0.178|0.658|393374|0.79|0.0|11|0.323|-5.048|0|0.263|88.798|0.754
Será Esta Noche|1cpCa68NRx3gOfm6WsfcAx|0.0298|0.744|241028|0.655|0.0|2|0.141|-4.927|1|0.083|171.989|0.733
Tu Cuerpo Me Arrebata - Remix|6WtfYiGBcRuMQP14NtJFqW|0.254|0.827|386478|0.838|0.0|1|0.85|-2.829|1|0.135|92.012|0.84
Me Quede Con las Ganas - Bonus Track|6NJopj5zPqvcf03GHEXjAQ|0.138|0.582|229387|0.829|1.88e-06|7|0.982|-9.049|1|0.0457|177.931|0.798
Abrazar la Soledad - Bonus Track|1rGUYGno3F7FubsXEIk2XG|0.102|0.649|239069|0.667|0.0|7|0.38|-8.454|1|0.0388|160.12|0.737
Pídeme - Bonus Track|28w2jr8UjIq8cThAZcU3nd|0.154|0.711|239868|0.873|0.0|0|0.732|-9.708|1|0.0538|103.904|0.884
Fuiste|150o4z2Zslop8vYjMHDgrQ|0.554|0.855|154640|0.906|5.27e-05|7|0.0724|-5.003|1|0.0371|98.051|0.937
No Me Arrepiento De Este Amor|1Wa51HIJ25cWMOoF80qoRg|0.372|0.766|199573|0.86|4.82e-06|8|0.27|-4.44|1|0.0665|96.017|0.886
Paisaje|2ZS0BZNU9lWD5DITfmyBWR|0.449|0.75|119093|0.791|1.12e-05|0|0.148|-4.332|1|0.03|98.043|0.964
Tu Boca en la Mia|28FTqhrTzJ7RmBDhdrbhbZ|0.489|0.661|189213|0.825|0.0105|4|0.123|-6.342|0|0.0316|95.978|0.92
Diferente a las Demás|1dcmNSolqZl2h13WgicuvY|0.517|0.675|223440|0.719|0.00159|2|0.0795|-6.536|0|0.031|98.004|0.867
No Podrás|1aaGW7iVowcPioAsTg9gmt|0.286|0.63|250973|0.821|0.00579|0|0.199|-5.159|0|0.0277|98.024|0.828
Mama Ines|3R8dJzWqHmENOxLBbJByFg|0.503|0.516|210920|0.74|0.181|7|0.188|-7.849|1|0.0405|97.982|0.907
La Negra Tomasa|2Bb6TC38FOhx2HjlUHeYB5|0.409|0.521|245880|0.677|0.114|2|0.0474|-5.684|0|0.0341|92.709|0.725
El Manicero|3gQRZpfTppSA3bFuRRYex0|0.294|0.464|319373|0.496|0.0402|2|0.0533|-7.635|1|0.032|82.928|0.679
Vocês Não Sabem de Mim|08Vj3SQ7pABfGusqdXQgCg|0.8|0.866|131901|0.699|0.114|0|0.142|-6.968|1|0.0413|121.017|0.946
Nada Me Desanima|6Qv5yIRNnLZsFj70u1eOf1|0.805|0.833|174222|0.485|2.64e-05|7|0.291|-10.909|1|0.211|134.99|0.669
Como Se Vive|0MIaLiaw9JNBPy3dTYlggF|0.281|0.765|202667|0.461|0.000855|1|0.105|-9.14|1|0.176|180.031|0.33
La Borrachita - Vete - En Vivo|4sqyDKrDb9ih73NsKigl9Y|0.081|0.458|447243|0.836|0.00197|11|0.475|-7.088|0|0.0364|130.085|0.357
Lo Siento - Cuatro Mentiras - Mix Zúmbalo - En Vivo|0uEb5f4ycDQixASBQ3UVh3|0.377|0.512|1039307|0.797|1.71e-05|9|0.658|-5.929|1|0.045|123.12|0.629
Cómo Te Olvido - En Vivo|7uXC5LKRXIylPXvMDKmU8H|0.394|0.657|180730|0.702|0.00213|11|0.522|-7.16|1|0.0336|92.006|0.54
Cara de Niño|7Djqnkzdh2NOxxvOMkDHNF|0.123|0.407|200385|0.626|0.0|9|0.112|-4.11|1|0.0332|80.093|0.824
Amarte Así Me Daña|3xCFM1v9EIhaAqSOFqlcjt|0.186|0.584|250723|0.67|0.0|9|0.219|-3.826|0|0.0296|78.932|0.789
Me Estoy Enamorando|4OJrTDbmdwKzW3sK177IQ8|0.0949|0.695|211250|0.624|0.0|5|0.0547|-4.597|1|0.041|156.097|0.913
Ahora Rio Yo|5RMpoCxaAoWtaAqGdAP2Mt|0.588|0.596|553250|0.547|0.00106|7|0.158|-8.508|0|0.0416|94.385|0.887
Corazón Fracturado|11PgdcHHTuBWErWIELN5Ne|0.793|0.694|266000|0.582|0.00401|9|0.0951|-8.054|0|0.0579|88.76|0.897
Conocela Bien Primero|5y7CcZTx4CI10qf1YhRIdq|0.748|0.565|350125|0.606|5.72e-06|10|0.111|-7.4|0|0.0743|89.146|0.886
Buenas Noches (Wiegenlied - Op. 49, No. 4) - Remasterizado|0Abh4Afp5Ok22T6GvGAGyy|0.89|0.218|162493|0.495|7.24e-05|7|0.106|-5.002|1|0.0287|80.352|0.294
Lanza Tu Voz - Remasterizado|2QPBzDanUdFCvhP4EUK1Nj|0.449|0.343|122240|0.822|8.39e-05|5|0.313|-2.627|1|0.0666|133.904|0.656
Ay, Ay, Rosseta - Remasterizado|27oBcaAm0aezNWC3VyIWpN|0.0566|0.322|176293|0.91|0.000104|0|0.349|-4.446|1|0.0815|140.769|0.614
Y cómo es él - Versión 2019|5mjs9QJXe5mnrcXSVyg7zc|0.406|0.32|240920|0.405|8.6e-06|8|0.124|-9.073|1|0.0388|175.933|0.182
Celos de mi guitarra - Versión 2019|4ohbIt5VVxeRAVnxoangVK|0.646|0.609|175227|0.462|0.000513|7|0.0941|-8.869|1|0.0262|96.112|0.293
Si... - Versión 2019|7hh6Z7VCJrz7pJKiQ8a7sm|0.351|0.489|217933|0.445|6.78e-05|10|0.158|-9.832|1|0.0287|101.124|0.146
Prometiste Volver|0zKxWqpM3Ino9kb1sfHxJ3|0.0749|0.648|184695|0.761|2.95e-05|8|0.131|-5.242|1|0.0253|108.017|0.939
Donde Te Has Metido|3fuIeVJBDfez1eT1z85gqK|0.106|0.642|251360|0.735|0.000552|1|0.154|-5.787|1|0.0307|108.0|0.903
Mala|5QingRXu2VwcEgJjd7jOsh|0.329|0.753|214699|0.796|4.01e-05|4|0.077|-4.357|0|0.0328|123.995|0.789
Intro / Dios Mio Haz Que Me Enamore - En Vivo|6AInIByFEToBO9lcCzpTKW|0.161|0.525|723250|0.568|0.0|11|0.123|-8.702|0|0.0539|106.21|0.5
Donde Estás Amor - En Vivo|4AKFxhgHwZqb6rxrc17Srx|0.211|0.644|248074|0.527|3.84e-06|0|0.311|-9.321|1|0.0314|108.036|0.557
Parranda 2 - En Vivo|41OwWYTZhIjGExE0iC70b1|0.407|0.535|574647|0.55|0.0|11|0.516|-8.744|0|0.0628|108.13|0.701
Cosita Linda|4wASIHa20Zdd99HJ8psPcu|0.587|0.664|297120|0.793|0.000265|8|0.311|-9.708|1|0.0438|112.191|0.927
Besame Morenita|36NOeGL9UaYzyARJ0LMKCA|0.574|0.829|285309|0.696|0.0|5|0.0708|-5.372|1|0.0416|109.085|0.805
Descarga Sonora|3hmRFaPbeT19MmwpElpyKC|0.561|0.545|271752|0.889|0.606|5|0.982|-5.544|1|0.053|100.987|0.829
