,id,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence
Juego de Azar - En Vivo,7MVDoIuQgPlJpQAXDLfNxP,0.0253,0.501,256835,0.918,0.0,1,0.759,-5.894,0,0.0462,130.032,0.464
Sista Sista,379R5mQTyAw23cz6TJWIHH,0.565,0.664,233336,0.576,0.0,0,0.301,-4.451,1,0.176,134.774,0.381
Dembow Rakataka Dembow,725LR7A7LpO8UlPYqoGjot,0.0078,0.889,229329,0.882,1.55e-06,5,0.313,-4.711,1,0.137,104.991,0.851
Ya No Hay Dolor - Versión Radio,7aEzvyiBZ9EKyhUO86RKIA,0.357,0.707,167875,0.66,0.0,0,0.245,-7.293,0,0.0502,93.001,0.592
Héroe de leyenda,2VMNz2sMguBWLH2crPLaHh,0.0259,0.528,248960,0.854,8.87e-05,9,0.163,-6.302,0,0.0301,134.242,0.752
Guapas,3dOA5NzlK6LmTBn3QQOIQV,0.0973,0.723,198120,0.899,0.0,8,0.21,-4.575,0,0.0469,122.98,0.916
Semilla de Piedra - En Vivo,1XZFxDTnEFEvQd0ZF4KvYH,0.858,0.472,253729,0.317,0.0,4,0.668,-10.641,0,0.0377,129.989,0.421
Es Por Ti,7q2m3rusY2jsNC9Yc2k16R,0.957,0.655,203453,0.161,0.000319,1,0.107,-12.602,1,0.0329,111.576,0.38
Cool Love 1,4fBSXIqfkG5S1y9vuWdXkz,0.744,0.294,59681,0.269,0.959,9,0.0708,-20.387,0,0.0435,145.863,0.0616
Intro,0c4I5JEZGLzX94JA9mr1k2,0.6,0.0,11960,0.0428,0.0,0,0.141,-22.447,1,0.0,0.0,0.0
LEGAL,2a0r85VvxgeDviR1NjpZOU,0.135,0.79,114530,0.601,0.00239,7,0.11,-6.959,0,0.16,175.918,0.652
Mind Blown,6arAjuNdQKBBcaa6Ozkjr5,0.0155,0.791,216136,0.819,5.28e-06,7,0.336,-3.861,1,0.0652,132.027,0.666
Why Would I Stop?,3cZpb0SGyfFxWCsf3TdrJS,0.0213,0.778,152263,0.728,0.0,1,0.0994,-6.122,0,0.0868,120.022,0.217
Rise Up,2Ki0LikhbeCCYQYDbEMZDC,0.141,0.728,269749,0.724,0.0,5,0.0745,-4.429,0,0.0567,79.932,0.864
Carita Bonita,3yuMVIBCFl6s1PDuSN3pi4,0.148,0.777,254320,0.911,2.21e-06,4,0.327,-5.014,0,0.108,101.989,0.83
Sudapará,2R8IS9OVYpm3g2fZwhZhBh,0.171,0.451,215285,0.982,0.0151,9,0.98,-5.753,1,0.112,107.836,0.301
El calor del amor en un bar - 2019 Remaster,2jsIL5q68OrEISHy0dL3op,0.46,0.52,171507,0.939,0.0346,4,0.0651,-2.132,0,0.0426,129.265,0.933
Sacuda,4RawnebW4KRrhLNiDQOmGb,0.105,0.858,193440,0.811,0.00106,8,0.254,-3.866,0,0.11,96.002,0.742
Intro,2eAv5p14hLubqsbnC7M7vR,0.153,0.523,150021,0.749,0.0,9,0.176,-8.932,1,0.53,120.056,0.449
Intro,20uXZyneJq8QjX8dPVI4ut,0.0257,0.858,102680,0.751,0.0439,7,0.0907,-5.254,1,0.218,92.045,0.169
Dirás,2OE53HcZXqErRcqNFS2xTF,0.185,0.693,213548,0.765,1.33e-05,6,0.0927,-4.672,1,0.208,134.92,0.552
El Triste,0t3GfFeKoD9TTqlSORG3C5,0.368,0.182,277053,0.646,2.18e-06,1,0.224,-5.676,0,0.0498,70.098,0.243
Pista de Baile,45JDLEF3F63Ru7DAHKMFKZ,0.0719,0.693,187928,0.849,2.05e-06,10,0.267,-5.198,1,0.0413,109.98,0.886
Desde Cero,3uHyfqpfIquDj2Nw8DnrJ9,0.235,0.757,197533,0.759,7.24e-06,6,0.109,-5.441,0,0.0495,90.009,0.928
"Desert Moon - From ""Aladdin""",7FuZqK5UWubkIWVzq6l3OT,0.892,0.397,172253,0.113,1.42e-06,8,0.108,-14.601,1,0.0362,89.744,0.166
Bienvenidos - Rock & Ríos / Live 1982 / Remastered 2022,20oqKlGulLCwf1QdFZr6Vo,0.00166,0.309,246119,0.958,0.0,6,0.966,-4.067,1,0.105,90.016,0.29
Araña Ska,4cJj9PZMlMSOkOFGiUXD1p,0.0214,0.701,228867,0.736,0.236,1,0.0612,-6.379,1,0.0314,135.009,0.95
Minero - Orquestal Version,0P5sWYn7OZqiUdd9Y1kumI,0.735,0.58,198557,0.672,0.000184,0,0.842,-7.513,1,0.0341,135.959,0.542
Wicked Witch of the Westside,5sX3yE3JNVoMcXq9KIML6B,0.426,0.752,168238,0.514,0.0,2,0.0973,-4.853,1,0.0373,87.982,0.642
Savage Love (Laxed – Siren Beat) [BTS Remix],4TgxFMOn5yoESW6zCidCXL,0.16,0.758,184905,0.598,0.0,0,0.295,-5.695,0,0.0868,149.836,0.658
One More Night - Deluxe Mix,3idK7pmd4TiwJIe45JVrz8,0.092,0.774,237384,0.803,0.615,7,0.226,-8.857,1,0.0494,124.988,0.282
Sin Metros de Distancia,3PALJ6s3hcBU1b1VMmVvuN,0.573,0.595,218435,0.619,6.6e-06,9,0.101,-10.402,1,0.0493,156.962,0.843
Te Voy Hacer Falta,7vcRgfeSk6Sz8NdbYJTqD7,0.481,0.834,263173,0.922,0.000319,7,0.0325,-5.387,0,0.051,141.932,0.953
DURO,6Bix1x2zJnlvuLr2Xb6CXf,0.522,0.678,218320,0.81,1.11e-05,8,0.274,-3.949,0,0.121,171.972,0.629
3d,0gpDAB0uHfWna7F1gB6zTB,0.0955,0.682,114000,0.707,0.0,5,0.0886,-5.797,0,0.672,110.254,0.884
We Make It Look Easy,1aqiZUWhhPYnZgm0Wml6es,0.133,0.742,190507,0.802,0.0,6,0.0793,-4.072,1,0.0317,96.994,0.887
Loca locura,0lK5gfJEoD0cpVTJNHr69X,0.0827,0.653,214800,0.736,0.0,1,0.0983,-5.45,0,0.0898,95.014,0.742
Me Vas a Extrañar,53ZsIwmRCpuHcRg6qK3GPi,0.0643,0.573,179082,0.487,0.0,6,0.113,-11.044,0,0.129,195.882,0.905
Something Different - lofi remix,58PLzRUABG9skJIKreuVdX,0.945,0.688,154902,0.463,0.0199,5,0.104,-9.278,0,0.0448,75.996,0.209
One More Sleep,7DTGg5rrbUY2sPVg4OEaRr,0.468,0.638,239520,0.814,0.0,11,0.344,-3.849,1,0.0363,112.987,0.759
Not Even Love - Remix,1GNH89C8PiVmWVFJlzB7Cx,0.0329,0.658,195242,0.694,1.07e-05,8,0.0698,-10.864,0,0.0366,123.999,0.57
Flying On My Own,6PoR04VZAFYE4xY3MxLuq4,0.0105,0.563,211787,0.713,0.0,11,0.16,-5.961,0,0.0535,119.935,0.175
Love,6t759ydOKpo7rwH408SMUP,0.0397,0.74,513567,0.848,3.54e-06,6,0.082,-4.108,1,0.303,171.998,0.721
Repatriation,4xqIO8eLgyJPBySAsXhagb,0.344,0.734,218101,0.792,0.0,2,0.0355,-5.295,1,0.196,80.006,0.831
Mother,69ZzhvHnSSnzMO8SMYEJWb,0.124,0.751,147481,0.661,0.0,9,0.456,-6.131,1,0.0871,120.052,0.761
Mr. P-Mosh,3RolfO7Of5WgNULGyOJtim,0.0192,0.795,256747,0.636,0.000314,11,0.369,-8.491,0,0.174,94.685,0.499
Meditango,7MeO2U3UYSh4Kh3wHkRrSe,0.525,0.405,315027,0.444,0.00398,9,0.12,-4.127,0,0.0434,79.282,0.157
Hasta el Amanecer,3D5d0wWYacxGLOtsci7qTq,0.103,0.599,213328,0.836,0.0,11,0.0911,-5.704,0,0.0635,175.911,0.538
Cameras On,5BGGnUDcti3pedNzIzUa4D,0.359,0.655,173196,0.316,0.0,3,0.128,-9.511,1,0.0352,106.033,0.303
Dos Locos,527207QbaJeEBO5NKmTJNa,0.0771,0.91,246640,0.572,0.000248,1,0.0721,-7.595,0,0.0559,129.999,0.861
Intro,1cU4MUEan3LLm49lVAiTNI,0.0118,0.468,121001,0.412,0.669,1,0.11,-13.087,1,0.0353,119.802,0.132
Via Crucis - Oración Inicial,100AsUZ0ihkq7OM6JTmpK6,0.846,0.593,67989,0.233,0.0,1,0.0986,-11.359,1,0.0497,110.006,0.866
Midnight (feat. Liam Payne),2hJcvSDeAmgoftVEeAuk1Y,0.0561,0.587,220141,0.648,0.0,11,0.115,-6.927,0,0.0439,144.028,0.281
Intro,7MBdtBJvyn90mXqTOqI8PA,0.944,0.507,62423,0.182,0.00138,7,0.444,-11.166,1,0.0353,76.007,0.394
"A Ti Me Rindo, Te Necesito",7uofyRd6XWkvYMb3woy8Oz,0.184,0.57,286903,0.643,0.0,4,0.0853,-6.332,1,0.0277,120.118,0.401
Apaciguao,0m37TwEC890HwNRPbz2RHs,0.103,0.591,247333,0.89,3.99e-06,0,0.0777,-4.181,1,0.143,88.391,0.939
Mesero - Bachata Version,5irUOTMUZTjPCOHaUjN8lI,0.466,0.789,201067,0.474,1.09e-05,3,0.0995,-14.217,1,0.0444,124.99,0.828
Vivísima Fe,0wvtPa3JjlKqjr7aE5qfae,0.983,0.802,70134,0.258,1.71e-05,4,0.135,-10.615,1,0.0366,105.081,0.507
Call My Name,3V38jzZY5javtEJyGkFhFC,0.00621,0.55,223880,0.905,8.7e-06,9,0.1,-4.951,0,0.0369,110.001,0.442
Magic,2mj8cv6FYcLNYTszUdJsoM,0.355,0.542,204992,0.532,0.0,10,0.134,-8.536,1,0.0427,129.725,0.271
Pastillas Rosas,4CjSWBXMHBDXWqquI22ghD,0.107,0.61,172173,0.672,0.0,0,0.182,-7.803,1,0.0883,144.041,0.785
Queriéndote,5qf8lBMF49mfNILgF1TYTG,0.115,0.863,147813,0.804,6.56e-05,10,0.235,-4.346,0,0.0583,103.042,0.725
No Hay Imposible,22cgEJjZ3eYnLroY6cHPDo,0.00292,0.339,249534,0.766,2.22e-06,2,0.372,-5.017,1,0.041,100.051,0.314
Frío - En Vivo,4C2gxdKxx93lwI0XZ2MntB,0.00963,0.595,368773,0.738,3.38e-06,8,0.106,-7.925,1,0.0608,130.014,0.156
Tu Meta,7sU2dcP1FPM70V9TwGgjQL,0.00943,0.795,288386,0.653,1.9e-06,7,0.0419,-7.238,1,0.0361,125.995,0.764
O Let's Do It,0yCHCfAJkB7bCDs7Xx1IMB,0.00344,0.855,246465,0.54,0.0,11,0.26,-4.038,1,0.133,129.995,0.243
Intro,5wJtGYWAqGfL8CrcrclMP9,0.883,0.752,18333,0.536,1.13e-05,7,0.707,-9.508,1,0.046,107.745,0.982
Rock del Gato,1JboEf3XeV5J1Plio6v4ZO,0.246,0.795,182013,0.78,0.000518,4,0.0635,-4.137,0,0.038,112.125,0.972
Say It Isn't So,2BdkZQ1SLCPvKsCcssJ1zj,0.352,0.556,243320,0.626,0.0,11,0.152,-5.77,1,0.0285,136.056,0.279
Placer Hollywood,6A4bRnkCUD8DzcV3z2aHtn,0.48,0.56,219413,0.494,8.34e-06,10,0.107,-6.255,1,0.0308,124.101,0.552
Besos en la Frente,6vZUBvdWC0o9t21mt0q5vZ,0.874,0.649,232058,0.336,0.0,3,0.113,-7.175,1,0.0364,132.035,0.376
La viruta,0F6H8SCdVOQgkSEyegTgC0,0.878,0.738,145467,0.337,0.668,7,0.114,-10.04,1,0.0437,124.867,0.68
Prefiero,7dDyADoukWC4PaiVCLVhyR,0.244,0.552,316736,0.673,0.0,2,0.0789,-5.028,1,0.0298,115.036,0.327
Something Unreal,6CS7hNTlgl3uKLiBm7LGb1,0.00259,0.572,211653,0.775,1.01e-05,0,0.139,-4.828,1,0.0587,133.914,0.501
Love Me More,6maG9OGek8E3dEwp0BwFjT,0.447,0.783,203135,0.404,1.84e-05,10,0.176,-6.39,1,0.0722,85.004,0.476
Breathless - Ashanti Boyz Remix - Club Version,4k749CXJJg6vmv5gAmMhC1,0.00767,0.792,376600,0.63,0.0103,11,0.106,-14.603,0,0.0409,130.022,0.966
Home Run,0h3OAlvDRvdsPqjESrUHfG,0.0591,0.833,227989,0.509,0.0,11,0.0523,-8.519,1,0.041,89.989,0.909
Horizonte (Intro),6sTLEmrl9XJ6KaQzjb5GY7,0.623,0.362,101807,0.119,0.462,9,0.198,-24.651,1,0.0435,87.947,0.112
"No estoy borracho - En directo, Las Ventas 7 septiembre 1993",5yhzhE3r6tLA02UhMfdLAP,0.00141,0.217,338234,0.935,1.83e-06,9,0.6,-3.972,0,0.0471,88.618,0.547
Do You Want to Dance? - 2016 Remaster,5O4XbhaZtEK35BuMiJnowq,0.612,0.392,164480,0.395,3.13e-06,2,0.0671,-8.435,1,0.0307,158.234,0.552
All Or Nothing,2AcKLW30dJ03qXsGU3RehH,0.173,0.598,147973,0.783,0.0,5,0.0696,-3.908,0,0.0392,126.018,0.396
ChuliGang,074SlodfrBibHYC0Y8Qata,0.15,0.863,163320,0.64,1.81e-05,5,0.0902,-6.312,0,0.21,166.053,0.7
Violentango,70u1xEU5XJdYchqMHrRhxQ,0.146,0.58,209453,0.723,0.00343,9,0.0516,-4.222,0,0.0473,147.412,0.817
"Ven, Espíritu de Dios",1e2PQsXgwH5aYJWOvG74KB,0.421,0.381,251213,0.434,5.1e-06,0,0.0988,-7.111,1,0.0299,178.026,0.0908
Un Vrai Mystère (Remix),57ZYAVlRWLsPyrl1hlb84z,0.0889,0.681,149424,0.765,0.721,2,0.475,-6.09,1,0.0339,104.969,0.13
Make It Shine (Victorious Theme) (feat. Victoria Justice),3EQ3xbQizgROebPrp8mDf3,0.000212,0.53,187292,0.931,0.0,5,0.0805,-3.006,1,0.0521,137.008,0.491
Nada Es Igual,5kNdHGSFBOFCBvI7r90LvS,0.0649,0.798,197840,0.512,0.164,5,0.0511,-8.355,1,0.0481,135.017,0.841
Aire De Todos,5mS5SbBqsPUKomGaQNt91d,0.108,0.696,293291,0.915,0.0,5,0.0936,-6.608,1,0.0666,78.947,0.671
Waiting for You,6MBm7w7d7wZvsFyW49mtwd,0.801,0.598,180062,0.172,7.14e-06,7,0.117,-14.314,1,0.057,125.57,0.13
Naufragio en la 338,3jJtvUyVcrjO3V7Se3uFAD,0.942,0.583,126413,0.373,0.00452,9,0.0975,-14.215,0,0.6,100.997,0.277
Small Disasters,6iU3wBJNNSHbtac32TATEh,0.0506,0.55,198884,0.622,0.0,0,0.0861,-6.74,1,0.0399,111.591,0.284
Keep Me Up,7oG9uCPYIRXZQiXM1NW9qF,0.479,0.737,172747,0.732,0.0,8,0.216,-3.872,1,0.108,90.953,0.657
Barriletes,48W0xYe8qUnPTnQB8Gkbgz,0.156,0.623,195301,0.884,0.0,7,0.118,-5.666,1,0.0517,161.0,0.894
Grace,4zDjXT3joiU5Xrg1Bo3623,0.435,0.722,185653,0.565,0.0,4,0.165,-5.848,1,0.0335,104.488,0.488
Derramo el Perfume ( No Hay Lugar Más Alto ),5hb6G0qIJn0hvDiyIA9i7R,0.0136,0.221,658135,0.465,0.0,8,0.0814,-13.543,1,0.0411,129.79,0.141
Underdog,4hMr70HgFnTlJHXjUGEuAq,0.0443,0.811,135440,0.365,0.0027,5,0.127,-10.996,1,0.0992,131.992,0.524
Pan y mantequilla (feat. Mike Bahía),3hsRR0tva1cmxWZ2j5M6Rv,0.0165,0.68,201371,0.864,0.0,7,0.201,-4.283,0,0.0508,99.879,0.886
Magnetic,4HP5ITLGztKfzN4ck9Cktl,0.0832,0.542,195480,0.522,2.03e-06,10,0.0377,-6.578,0,0.0279,131.938,0.264
Heartbreak Weather,3jf3c9EOFam6Q15sho0XWw,0.00153,0.592,200029,0.884,0.0,1,0.0699,-3.689,1,0.0554,82.225,0.772
Amor se escribe con llanto,4fQX7FFGvaBXrXQZN0drSM,0.0718,0.689,185456,0.526,0.0,2,0.121,-5.911,0,0.134,157.985,0.663
Ay De Mi,3syBpDXkA7BCbOhbWLwEFx,0.695,0.525,282333,0.554,0.0,9,0.0767,-8.264,1,0.168,100.356,0.738
World (Live),7EFZdeM6aimaxg6KPNQb9e,0.912,0.357,261853,0.521,3.38e-06,5,0.936,-6.206,1,0.0341,77.448,0.191
Style,1WFg5Shyv5KuVK5ievk7QU,0.405,0.544,131582,0.697,4.65e-06,8,0.0982,-7.032,1,0.065,148.124,0.178
All She Wants To Do Is Me,06uKE5JIQxEXHaKn3qeJIk,0.00517,0.817,323693,0.548,0.0,5,0.0949,-8.619,0,0.0422,104.959,0.599
Tengo La Voz,3MVUADKwucn7BoLq73cbE6,0.0249,0.862,224133,0.728,0.627,0,0.633,-7.98,1,0.0851,134.015,0.623
One Wish,6Zuj82KFcma1mBb7Bc7Y1S,0.248,0.356,279347,0.551,0.0,9,0.131,-7.43,1,0.0364,127.093,0.173
Dancing Queen,5vQabTPJCm71G9LoVpVIVY,0.111,0.601,222880,0.942,1.05e-06,9,0.338,-3.865,1,0.0543,103.28,0.418
Tóxico,70JVV8Iu4aq98mKU18tiW4,0.0167,0.87,177831,0.719,7.16e-05,11,0.0618,-2.243,1,0.227,165.981,0.592
The MC,0iKVD8YJMwmxkV0MlmvwH9,0.0734,0.427,215432,0.896,0.0,1,0.384,-4.83,0,0.347,177.781,0.605
mejores amigos,3UO6Hj6xtowWdanb3hs5QR,0.00518,0.605,173259,0.871,0.0,5,0.433,-2.888,1,0.0704,156.976,0.702
Mi Mejor Despedida,5FVs3tDhX8WoYWncvKfpuG,0.46,0.566,195328,0.397,0.0,0,0.107,-8.475,1,0.0288,146.829,0.237
Santo Espíritu de Dios,4Gwo0OKOEWuKBQ5pok25Mn,0.214,0.411,360306,0.226,0.000112,3,0.0921,-11.231,1,0.046,94.642,0.482
Regarde,2geclzWKnbnFxrScA2gBbZ,0.27,0.415,180243,0.563,0.0,10,0.276,-8.172,0,0.0865,81.973,0.492
En un Solo Dia,0LndaQA8Gz15Tjmm3YD0uM,0.464,0.675,202385,0.504,0.0,9,0.336,-13.097,1,0.0723,139.998,0.784
Merry Christmas To Your Face,4XlptseGH9E2awINIVUIpe,0.555,0.798,242034,0.497,0.0,6,0.125,-4.416,1,0.043,118.008,0.817
En Repetición - En Directo,6QmAQ4hOJtqIApplixpVjs,0.00162,0.646,232253,0.858,8.99e-06,2,0.712,-6.263,1,0.038,127.943,0.901
Luz,76Dx4XuOakMko7IIQyDIRd,0.15,0.679,189291,0.845,3.61e-05,6,0.123,-3.427,1,0.0329,149.966,0.94
Devels,5e5wx6QU5wwKaXilxnCAtj,0.108,0.769,278073,0.779,6.07e-05,4,0.072,-3.675,0,0.166,91.057,0.791
Mi otra mitad,1pKXhzWPtbQq5F0rXe8L5e,0.00601,0.627,168947,0.822,0.0245,2,0.153,-5.322,1,0.0458,151.932,0.532
Make You Stay,55HU1c6o37HailWGaYJhHc,0.0302,0.282,215919,0.801,5.38e-06,7,0.0728,-4.721,1,0.284,203.145,0.563
Ser O Parecer - Versión 2022,0YU8sUmIU3TDrZJd87ELGx,0.0149,0.41,228693,0.663,8.24e-05,4,0.521,-7.751,0,0.0479,174.947,0.276
Te Pienso,7zllNkjJSYfKr4eqNfSDRb,0.479,0.696,182840,0.697,1.87e-06,0,0.0907,-6.453,0,0.164,177.916,0.553
Cheetah Love - Soundtrack,2bfGwW35pcxYvTbugPFyIn,0.013,0.708,193960,0.906,2e-06,11,0.159,-4.381,0,0.0487,132.08,0.954
Alive (The Edge) [feat. ROOKIES] - DJ Licious Remix,3clrGggBWXMOWI9nao3uGS,0.0228,0.793,189127,0.706,0.652,3,0.25,-6.882,1,0.0486,124.005,0.313
Don't Stop Movin',4dzreTCcGVgeF1vCcd22AC,0.0285,0.822,233627,0.672,0.0,7,0.213,-6.133,1,0.0329,117.033,0.91
Una en un Millón,1gtGHFwsaccEEukVctv5fR,0.123,0.665,201840,0.911,2.59e-05,11,0.127,-5.301,1,0.0629,130.82,0.963
Él no soy yo,3DXXhdQ6VpXrpqRUeC6I0E,0.00953,0.67,279240,0.727,0.0,1,0.115,-7.679,0,0.0324,120.003,0.405
Sugar Cubes,1GcfA6E2Q87aWYvKYYx6gf,0.0023,0.532,312387,0.718,0.0125,0,0.19,-9.069,1,0.0291,146.275,0.876
Intro - En Vivo Luna Park,4KDIZ4IRNPssjIv9941CRF,0.509,0.144,19285,0.828,0.653,11,0.977,-20.094,0,0.133,80.098,0.0957
House Work,4s0hgC5yiL5VxS1wLD7PPx,0.248,0.762,157187,0.95,0.137,0,0.0372,-5.253,0,0.064,123.98,0.727
Que Chingón,1DOHSAS7L5REUCtW5ypBOG,7.33e-05,0.504,186193,0.806,1.08e-06,7,0.307,-6.476,1,0.0395,138.087,0.854
Otro Fin de Semana,5q3KwVkEdbRuLC22q8NmIj,0.00435,0.663,212707,0.91,0.0,7,0.0694,-4.522,1,0.029,139.043,0.838
Stripped Intro,1BWk8GQepefrr6qfklRxQo,0.0696,0.296,99653,0.827,3.82e-05,0,0.309,-6.492,1,0.0728,139.801,0.171
Lo que no está escrito,2CPXZx0tlOTcFPJvsMbi83,0.34,0.775,199147,0.829,0.0457,9,0.28,-5.716,1,0.0318,120.157,0.972
Cenizas,4CzkhNLHxcZDkdNU7kBSyK,0.31,0.65,193079,0.475,0.0,0,0.17,-6.202,0,0.0249,111.986,0.592
Hoy no me puedo levantar,6q9om2uSHey7VltE96dbG1,0.109,0.569,196053,0.867,0.00685,6,0.0654,-4.678,0,0.0398,156.9,0.68
Qué Haces Aquí,2HgtVgEBTK7fnABGESJKnP,0.00108,0.822,209153,0.633,0.201,11,0.0374,-7.589,0,0.0393,124.994,0.968
En Tu Orilla,1t2iPT1TzP5wDnsnTN4T5e,0.0125,0.774,205175,0.683,0.00035,4,0.0696,-5.734,0,0.0663,94.484,0.698
Sugar Rush,2byZsjsLhC9iKxXap1pvTf,0.0184,0.742,157043,0.875,1.31e-05,11,0.135,-7.783,1,0.0388,114.983,0.771
Mimos Son Mimos,7kb9NS6gItiOUc0ScsbnBP,0.0895,0.83,177540,0.477,1.2e-05,9,0.0675,-6.095,0,0.0581,110.024,0.88
Pesadilla - MTV Unplugged,0PW6c0c5MdOobDfiIgFEDM,0.18,0.563,245995,0.815,0.557,9,0.144,-8.774,1,0.0376,115.999,0.498
Say Amen - Re-Recorded,5Lmdw7MCml8lFj2GoNAhmG,0.191,0.699,277692,0.409,0.0,8,0.129,-14.516,1,0.0383,117.003,0.29
Everything,0fx9L2QDi387TQQOVnm91O,0.0206,0.752,183787,0.904,0.0,8,0.0723,-2.846,1,0.0698,98.034,0.527
Apretaito,0LFxsB0fdwNIjfUtVpvAmq,0.16,0.854,161533,0.704,0.0,10,0.138,-4.053,1,0.0611,100.008,0.534
El Día Que Me Quieras,6Z35p0HLlziegfovv9KkT4,0.495,0.265,251360,0.473,0.0,6,0.251,-6.58,1,0.0302,98.312,0.352
Intro,4ndlXS3PTza20KRHHDVd4p,0.549,0.695,67000,0.563,0.0,11,0.352,-10.442,0,0.696,78.323,0.744
Pégate Más,7IUqWSyZP376AhNCmQwYRE,0.00933,0.638,201413,0.865,0.000549,7,0.0547,-5.369,0,0.0372,132.018,0.961
No Me la Daban,1rSzt2uk0zkg4qnbV1vhlV,0.562,0.557,149725,0.561,7.12e-05,1,0.31,-5.632,0,0.229,82.474,0.526
La Palabra,4JxBjGh7HLIYtaF6Nj3qxa,0.145,0.583,159000,0.946,0.00794,7,0.386,-4.294,1,0.0311,150.028,0.931
Me Sabe Mal,5hcPfsdrll5xNkY8W2kxhn,0.11,0.604,196225,0.569,0.0,7,0.14,-5.828,1,0.0378,99.313,0.556
On The Other Side Of Here,5VFm8kB0LBvLTgBeNt98jt,0.793,0.57,225429,0.401,0.0,10,0.113,-8.475,1,0.0265,75.957,0.124
Dangerman Flow (feat. Rd Maravilla),1krFXHqzpuSrqdrCdri5mq,0.0698,0.724,202684,0.723,0.0,1,0.208,-4.366,0,0.284,180.035,0.563
Mis algoritmos - Instrumental,0f2dzo7HepA10moY6pLahq,0.293,0.568,227231,0.577,0.754,6,0.142,-8.979,0,0.0324,132.015,0.208
Agua,2uir1kazKx8L89sVK9T7wf,0.673,0.46,190973,0.299,0.517,4,0.12,-15.855,0,0.0393,132.276,0.227
Little More Tequila,0SelpH41IFeEM9etZvkYnN,0.201,0.902,210222,0.3,0.0,1,0.0807,-11.195,1,0.367,135.002,0.755
Hoy Despierto,5AIrc6qOqYTRizMXKt1jwe,0.0147,0.528,269625,0.867,2.37e-05,7,0.116,-3.728,1,0.0498,119.963,0.397
Para los Haters,2kZk3lUMg7M6DRarygAA6f,0.0239,0.835,221578,0.558,3.89e-06,1,0.0609,-11.867,1,0.0861,102.987,0.579
#1 Fly Boy,3ODfS7cZtduavy4gmkfxQy,0.0141,0.466,70293,0.352,0.0742,0,0.108,-14.681,1,0.075,154.398,0.395
Sublime,3ImJDzteF0QaSb0Pec1lWw,0.00913,0.486,198400,0.931,0.0023,3,0.232,-3.38,1,0.084,150.022,0.458
What a Night,5M78sypr7NMw0MMcrWTS0l,0.339,0.621,157750,0.54,1.05e-05,11,0.121,-7.769,0,0.0499,124.148,0.327
Sonido de Tu Voz,5vonTYHkJpALfxk2JJ9Zy3,0.251,0.723,155547,0.546,0.0539,11,0.123,-10.25,0,0.0388,100.069,0.93
Joy to the World,07hGxta4QeetzwWLiIIwZM,0.227,0.82,292573,0.615,5.38e-06,10,0.184,-6.56,1,0.0527,108.004,0.748
Malvada,2tpK15UgCYuy9uxdOTQ3jK,0.0256,0.787,172347,0.813,0.000216,1,0.0877,-3.264,0,0.0781,92.018,0.752
One Lover at a Time,5x9fBmVZx348v42CM40XS1,0.143,0.779,241107,0.723,0.00532,1,0.0277,-10.933,1,0.0387,115.596,0.962
"Introduction by David Kapralik (Columbia Records) / My Name Is Barbara - Live at the Bon Soir, Greenwich Village, NYC - Nov. 5, 1962",5TDuBkiREF2W883HsbPyA3,0.95,0.556,121425,0.291,0.0,7,0.37,-15.528,0,0.602,109.565,0.241
Mi Princesa,1TUjIZqr8GryzydOZidYXW,0.265,0.751,214542,0.767,0.0,4,0.213,-4.593,0,0.0562,90.008,0.442
La Llave de la Vida,62nzmxwNcMs7cMCUzqmap9,0.237,0.666,287672,0.558,8.27e-06,0,0.0746,-7.488,1,0.0294,141.983,0.249
Blame It on the Waves,4QrlTMIuBCqCo3hlSrPqb1,0.505,0.737,201427,0.59,1.18e-06,5,0.346,-5.368,1,0.0477,102.005,0.695
Mere Wasa,2esUMSspZX7iA09SOazM4N,0.178,0.658,393374,0.79,0.0,11,0.323,-5.048,0,0.263,88.798,0.754
Camino a Ninguna Parte,1gQzB6rExz35T5TF2mzhrz,0.0231,0.615,275125,0.952,0.00118,2,0.0615,-3.305,1,0.0513,147.096,0.804
Su Nombre en Mi Cuaderno,5JS6b6Si538KTOoaXKTjC3,0.229,0.687,202893,0.743,0.0,11,0.344,-5.395,1,0.0879,83.95,0.717
Bet It Back,1CEDjocj8N0FoK9ZJxdnsu,0.185,0.947,177147,0.511,0.0,0,0.301,-6.657,0,0.448,130.001,0.397
Intro,57zl42g9I2thkyPGlProBB,0.331,0.0961,59615,0.637,0.00497,5,0.421,-10.258,0,0.052,180.204,0.301
Báilalo,2WI3oQoQu5kbLpqscbsG01,0.307,0.712,192339,0.924,0.0,9,0.201,-4.357,0,0.0811,95.001,0.64
Platiqué Con Mi Pistola,1ERH1V1Hb3qlVvyubMV1GR,0.0015,0.625,179800,0.82,0.0,0,0.0888,-5.782,1,0.212,140.932,0.242
Hombre Afortunado,7qfWnEnccbM93hHgCCugjA,0.354,0.786,305012,0.678,5.61e-05,1,0.0798,-4.822,0,0.0384,81.97,0.938
Estamos a un beso,4bRg5nJCS7OcyJUMPgRAqH,0.0005,0.677,192721,0.886,0.0,5,0.739,-4.617,1,0.0386,148.053,0.797
Coma - Remasterizado,26hPbTPYSQOU4lYtl9feQB,0.0185,0.378,273267,0.888,0.21,11,0.16,-3.472,1,0.0453,123.683,0.259
